task_id,category,task_key,title_kr,title_en,title_jp,description_kr,description_en,description_jp,score,area_type,area_name_kr,object_type,interact_id,stamina_cost,duration_sec,required_item_id,required_item_name_kr,required_item_policy,consume_required_item,requires_target_alive,requires_target_lost,requires_maniito_alive,requires_gift_item,completion_event,chain_policy,round_limit,anti_farm_tags,success_log_kr
1020,general_job,JOB_STAFF_BLACKBOARD_CHALK,교무실 칠판의 문구 확인,Check Blackboard,,교무실 칠판 구석에 짧은 문구가 남아 있습니다.,A short phrase remains in the corner of the faculty-room blackboard.,,0.2,12,교무실,4,701000023,5,6,601000009,분필,keep,false,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:12|action:write|object:4|item:601000009,교무실 칠판의 문구를 확인했습니다.
1021,general_job,JOB_STAFF_TEA_DELIVERY,교무실 컵 확인,Check Cup,,컵 안에 아직 온기가 남아 있습니다. 방금 전까지 누군가 있었던 것 같습니다.,Warmth still remains inside the cup.\nSomeone seems to have been here moments ago.,,0.2,12,교무실,3,701000071,5,6,201000009,따뜻한 차,consume,true,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:12|action:place|object:3|item:201000009,교무실 컵을 확인했습니다.
1022,general_job,JOB_STORAGE_CABINET_TOOLBOX,창고 캐비넷 확인,Check Cabinet,,창고 캐비넷 손잡이에 흠집이 나 있습니다.,There are scratches on the storage cabinet handle.,,0.3,14,창고,6,701000063,5,6,301000021,공구함,keep,false,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:14|action:repair|object:6|item:301000021,창고 캐비넷을 확인했습니다.
1023,general_job,JOB_STORAGE_BALL_BAG,창고 공 바구니 확인,Check Ball Basket,,공 바구니 주변 물건들이 한쪽으로 몰려 있습니다. 누군가 급히 지나간 것 같습니다.,Items near the ball basket are pushed to one side.\nSomeone seems to have rushed past.,,0.2,14,창고,10,701000084,5,6,301000017,검정 비닐 봉투,consume,true,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:14|action:clean|object:10|item:301000017,창고 공 바구니를 확인했습니다.
1024,general_job,JOB_STORAGE_ROPE_BUNDLE,창고 밧줄 확인,Check Rope,,흩어진 포대 자루 사이로 밧줄이 보입니다. 밧줄은 일정한 간격으로 매듭져 있습니다.,A rope is visible between scattered sacks.\nIts knots are tied at regular intervals.,,0.3,14,창고,6,701000063,5,6,301000006,밧줄,keep,false,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:14|action:organize|object:6|item:301000006,창고 밧줄을 확인했습니다.
1025,general_job,JOB_STORAGE_CAMP_MANUAL,창고 야영 장비 확인,Check Camp Gear,,야영 장비 목록의 체크 표식이 각자 다릅니다.,The check marks on the camp gear list are all different.,,0.3,14,창고,6,701000063,5,6,202000002,초급 야영 교본,keep,false,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:14|action:inspect|object:6|item:202000002,창고 야영 장비를 확인했습니다.
1026,general_job,JOB_EXAM_WINDOW_ERASER,고사실 창틀 확인,Check Window,,고사실 창틀에 손자국이 길게 남아 있습니다.,A long handprint remains on the exam-room window frame.,,0.2,32,고사실,4,701000083,5,5,301000010,지우개,keep,false,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:32|action:clean|object:4|item:301000010,고사실 창틀을 확인했습니다.
1027,general_job,JOB_EXAM_DESK_PENCIL,고사실 책상 번호 확인,Check Desk,,책상 번호표가 훼손되어 있습니다.,The desk number plate has been damaged.,,0.3,32,고사실,6,701000070,5,6,301000009,샤프,keep,false,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:32|action:write|object:6|item:301000009,고사실 책상 번호를 확인했습니다.
1028,general_job,JOB_EXAM_BATTERY_CLOCK,고사실 시계 확인,Check Clock,,고사실 시계가 멈춘 채 같은 초를 가리킵니다.,The exam-room clock is stopped on the same second.,,0.3,32,고사실,7,701000064,5,6,201000004,AA 건전지,consume,true,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:32|action:repair|object:7|item:201000004,고사실 시계를 확인했습니다.
1029,general_job,JOB_BROADCAST_RECORDER_BATTERY,방송실 기록 장치 확인,Check Recorder,,전원이 희미하게 깜빡입니다. 마이크에 온기가 남아 있습니다.,The power light flickers faintly.\nThe microphone is still warm.,,0.3,42,방송실,9,701000076,5,6,201000004,AA 건전지,consume,true,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:42|action:repair|object:9|item:201000004,방송실 기록 장치를 확인했습니다.
1030,general_job,JOB_BROADCAST_CABLE_ROPE,방송실 케이블 확인,Check Rope,,케이블 선이 의자 다리 밑으로 엉켜 있습니다.,Cables are tangled under the chair legs.,,0.3,42,방송실,8,701000006,5,6,301000006,밧줄,keep,false,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:42|action:organize|object:8|item:301000006,방송실 케이블을 확인했습니다.
1031,general_job,JOB_BROADCAST_POSTIT_LABEL,방송실 장비 라벨 확인,Check Sticky Notes,,방송 장비 라벨이 서로 다른 방향으로 붙어 있습니다. 이름 대신 순서를 감추려는 것 같습니다.,Broadcast equipment labels point in different directions.\nThey seem to hide an order instead of a name.,,0.2,42,방송실,9,701000076,5,6,301000008,포스트잇,consume,true,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:42|action:label|object:9|item:301000008,방송실 장비 라벨을 확인했습니다.
1032,general_job,JOB_CLASS_3_1_BLACKBOARD_CHALK,3-1 칠판의 문구 확인,Check Blackboard,,구석에 지워지다 만 문구가 남아 있습니다. 마지막 획만 이상하게 선명합니다.,A half-erased phrase remains in the corner.\nOnly the final stroke is strangely clear.,,0.3,40,3-1,4,701000062,5,6,601000009,분필,keep,false,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:40|action:write|object:4|item:601000009,3-1 칠판의 문구를 확인했습니다.
1033,general_job,JOB_CLASS_3_1_TRASH_BAG,3-1 휴지통 확인,Check Trash Can,,안쪽에 접힌 종이가 끼어 있습니다. 버린 뒤 다시 꺼내려고 한 것 같습니다.,A folded paper is caught inside.\nIt looks like someone tried to retrieve it after throwing it away.,,0.2,40,3-1,7,701000074,5,6,301000024,하얀 비닐 봉투,consume,true,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:40|action:clean|object:7|item:301000024,3-1 휴지통을 확인했습니다.
1034,general_job,JOB_CLASS_3_1_BACKPACK_POSTIT,3-1 배낭 얼룩 확인,Check Sticky Notes,,배낭 위에 작은 얼룩이 남아 있습니다.,A small stain remains on the backpack.,,0.2,40,3-1,12,701000052,5,6,301000008,포스트잇,consume,true,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:40|action:label|object:12|item:301000008,3-1 배낭 표시를 확인했습니다.
1035,general_job,JOB_CLASS_1_1_DESK_ERASER,1-1 책상 자국 확인,Check Desk,,먼지 자국이 뿌옇게 남아 있습니다.,A cloudy dust mark remains on the desk.,,0.2,20,1-1,5,701000050,5,6,301000010,지우개,keep,false,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:20|action:clean|object:5|item:301000010,1-1 책상 자국을 확인했습니다.
1036,general_job,JOB_CLASS_1_1_BAG_ORGANIZE,1-1 배낭 주변 확인,Check Backpack,,주변에 작은 물건들이 흩어져 있습니다.,Small items are scattered around the backpack.,,0.3,20,1-1,12,701000061,5,6,301000024,하얀 비닐 봉투,consume,true,false,false,false,false,interact_object,chain_on_complete,unlimited_until_score_cap,area:20|action:organize|object:12|item:301000024,1-1 배낭 주변을 확인했습니다.
2002,manitto_role,MANITTO_STAY_NEAR_TARGET_20,{PlayerName} 곁에 머무르기,Stay Near {PlayerName},,{PlayerName} 근처 위험 반경 안에 누적 20초 머무릅니다.,Stay near {PlayerName} for 20 seconds total.,,2.5,0,동적 위치,0,0,0,20,0,,none,false,true,false,true,false,proximity_target_long,round_limited,1_to_2_per_round,relation:target|action:proximity_long,곁에 머무르기를 완료했습니다.
2008,manitto_role,MANITTO_TARGET_DISCOVERS_GIFT,{PlayerName}에게 비밀 선물 남기기,Leave a Secret Gift,,이번 라운드에 남긴 비밀 선물을 {PlayerName}이 발견해야 합니다.,Have {PlayerName} discover the secret gift\nyou left this round.,,3.0,0,동적 위치,0,0,0,0,0,,none,false,true,false,true,false,target_discover_gift,round_limited,1_to_2_per_round,relation:target|action:gift_discovered,비밀 선물 남기기를 완료했습니다.
