id,action_id,state,action_text,result_text,result_type,result_id,result_amount,stamina_cost,require_item_id,require_action
701000024,4,0,의자에 앉아본다,방석에서 눅눅한 습기가 배어 나옵니다.\n불쾌한 느낌에 즉시 일어납니다.,0,0,0,5,0,
701000024,5,0,바닥을 본다,분필 가루가 흩뿌려져 있습니다.\n가루 속에 파묻힌 <color=#A8D4E0>열쇠</color>를 발견합니다.,1,8,0,5,0,
701000025,1,0,먼지를 닦아낸다,두껍게 쌓인 먼지가 피어오르며 기침이 나옵니다.\n책상 위에는 아무것도 남지 않았습니다.\n오랫동안 방치된 자리입니다.,0,0,0,5,0,
701000025,2,0,달력을 확인한다,학교 폐쇄일로 추정되는 날짜에 붉은 동그라미가 쳐져 있습니다.\n해당 날짜 이전의 달력은 모조리 뜯겨져 나갔습니다.,0,0,0,5,0,
701000025,3,0,서랍을 연다,쓰레기 더미 밑에서 굴러다니던 <color=#A8D4E0>소모품</color>을 발견하여 회수합니다.,1,2,0,5,0,
701000025,4,0,커피잔을 본다,남은 커피 위로 푸른 곰팡이가 숲처럼 자라났습니다.\n균사가 미세하게 호흡하는 것처럼 움직입니다.\n역겨움에 자리를 피합니다.,0,0,0,5,0,
701000025,5,0,파우치 안을 확인한다,파우치 열어 안의 내용물을 확인합니다.\n<color=#A8D4E0>소모품</color>을 발견하여 회수합니다.,1,2,0,5,0,
701000026,1,0,덮개를 열어본다,유리판 위에는 먼지만 쌓여 있습니다.\n오랫동안 사용하지 않은 기기입니다.,0,0,0,5,0,
701000026,2,0,스캔 버튼을 누른다,빛이 지나가며 스캔이 진행됩니다.\n전송된 이미지 파일에는 아무것도 없는 빈 공간만 찍혀있습니다.,0,0,0,5,0,
701000026,3,0,유리판을 만져본다,기계가 작동 중임에도 유리가 얼음장처럼 차갑습니다.,0,0,0,5,0,
701000026,4,0,전원을 끈다,플러그를 뽑아 기계를 완전히 정지시킵니다.\n미세하게 들리던 웅웅거리는 소음이 사라지자 주변이 더욱 고요해집니다.,0,0,0,5,0,
701000026,5,0,뒤쪽 배선함을 연다,복잡한 전선들 사이에서 합선된 흔적을 찾았습니다.\n타지 않고 남은 <color=#A8D4E0>소모품</color>를 발견하여 회수합니다.,1,2,0,5,0,
701000027,1,0,수화기를 귀에 댄다.,아무런 소리도 들리지 않습니다.,0,0,0,0,0,
701000027,2,1,수화기를 들고 본인 이름을 말한다.,상대방의 확인했다는 짧은 대답과 함께 전화가 끊깁니다.,0,0,0,0,0,
701000027,3,1,수화기를 들고 학교 이름을 말한다.,상대방이 확인했다는 짧은 대답과 함께 전화가 끊깁니다.,0,0,0,0,0,
701000028,1,0,포스트잇을 읽는다,잡다한 메모들이 적혀 있습니다.\n대부분 업무 관련 내용으로 특이 사항은 없습니다.,0,0,0,5,0,
701000028,2,0,책상 서랍을 연다,서랍이 테이프로 칭칭 감겨 봉인되어 있습니다.\n무리하게 뜯어내려 했으나 실패합니다.\n<color=#FF7E9A>체력</color>이 저하됩니다.,3,0,10,5,0,
701000028,3,0,파티션 뒤를 본다,누군가 웅크리고 숨을 수 있을 만한 공간이 있습니다.\n바닥에 떨어진 <color=#A8D4E0>소모품</color>을 발견하여 회수합니다.,1,2,0,5,0,
701000028,4,0,의자 밑에 숨어본다,좁은 공간이지만 숨을 만합니다.\n잠시 휴식을 취한 뒤 나옵니다.,0,0,0,5,0,
701000028,5,0,쓰레기통을 뒤진다,잘게 찢겨진 종이 조각들이 가득합니다.\n내용을 조합하여 <color=#A8D4E0>행동 수칙</color>으로 회수합니다.,1,1,0,5,0,
701000050,1,0,맨 앞쪽 사물함을 연다,내부는 텅 비어있습니다.\n철제 벽면은 손톱으로 긁힌 자국이 가득합니다.\n섬뜩한 기분에 황급히 문을 닫습니다.,0,0,0,5,0,
701000050,2,0,옆면이 찌그러진 사물함을 연다,문을 열자마자 교과서 더미가 무너져 내립니다.\n쏟아진 책 사이에서 <color=#A8D4E0>소모품</color>을 식별하여 회수합니다.,1,2,0,5,0,
701000050,3,0,가운데 위치한 사물함을 연다,주인 없는 체육복 상의를 발견합니다.\n주머니를 뒤져 <color=#A8D4E0>교무실 열쇠</color>를 회수합니다.,1,4,0,5,0,
701000050,4,0,가까운 사물함을 연다,부패한 우유팩이 터져 악취가 진동합니다.\n바닥에 구더기와 유사한 벌레들이 들끓고 있어 조사가 불가능합니다.\n헛구역질과 함께 <color=#FF7E9A>체력</color>이 저하됩니다.,3,0,10,5,0,
701000050,5,0,안쪽 사물함을 연다,사물함 안에 작은 거울이 세워져 있습니다.\n자신의 얼굴이 평범하게 비칩니다.,0,0,0,5,0,
701000051,1,0,청소도구함 속으로 들어간다,당신에게는 허용되지 않습니다.,2,0,10,0,0,
701000052,1,0,가방을 통째로 챙긴다,낡은 빨간 배낭을 매봅니다.\n가벼워서 휴대가 용이할 것 같습니다.,0,0,0,5,0,
701000052,2,0,앞주머니를 연다,앞주머니에서 <color=#A8D4E0>소모품</color>을 발견합니다.,1,2,0,5,0,
701000052,3,0,메인 지퍼를 연다,메인 지퍼를 열자 오래된 교과서들이 나옵니다.\n특이 사항은 없습니다.,0,0,0,5,0,
701000052,4,0,가방을 들어 흔든다,가방을 흔들어봅니다.\n바닥에 떨어진 <color=#A8D4E0>소모품</color>을 회수합니다.,1,2,0,5,0,
701000052,5,0,무시하고 지나간다,호기심을 누르고 지나칩니다.,0,0,0,0,0,
701000053,1,0,가방을 통째로 챙긴다,가방이 물을 머금은 듯 비정상적으로 무겁습니다.\n착용 시 이동이 불가능할 것으로 판단되어 포기합니다.\n불필요한 힘을 사용하여 <color=#FF7E9A>체력</color>이 저하됩니다.,3,0,10,5,0,
701000053,2,0,앞주머니를 연다,방수 지퍼로 밀봉된 작은 공간입니다.\n내부에서 습기로부터 안전하게 보존된 <color=#A8D4E0>소모품</color>을 발견하여 회수합니다.,1,2,0,5,0,
701000053,3,0,메인 지퍼를 연다,지퍼를 열자 비린내를 풍기는 액체가 왈칵 쏟아집니다.\n내용물은 퉁퉁 불어 형체를 알아볼 수 없습니다.,0,0,0,5,0,
701000053,4,0,가방을 들어 흔든다,내부에서 찰랑거리는 물소리가 들립니다.\n마치 물이 가득 찬 수조를 흔드는 듯한 느낌입니다.\n특이 사항은 발견되지 않습니다.,0,0,0,5,0,
701000053,5,0,냄새를 맡는다,오래된 물비린내와 소금기가 섞인 냄새가 납니다.\n심해의 진흙 냄새와 유사하여 구역질을 유발합니다.,0,0,0,5,0,
701000054,1,0,서랍을 열어본다,서랍 내부는 먼지로 뒤덮여 있습니다.\n구석에서 <color=#A8D4E0>카세트 테이프</color>를 발견하여 회수합니다.,1,5,0,5,0,
701000054,2,0,교탁 밑을 확인한다,나무 판자가 뜯겨 나간 구멍 사이로 어둠이 일렁입니다.\n누군가 숨어서 떨고 있었던 흔적이 역력합니다.,0,0,0,5,0,
701000054,3,0,출석부를 읽는다,빨간 펜으로 난도질 된 이름 옆으로 쪽지를 발견합니다.\n현장 인원이 급조한 비공식 행동 수칙으로 판명되어 증거물로 회수합니다.,1,1,0,5,0,
701000054,4,0,마이크를 켜본다,스위치를 올려도 아무 일이 일어나지 않습니다.\n다시 전원을 종료합니다.,0,0,0,5,0,
701000054,5,0,분필을 챙긴다,교탁 위에서 철제 케이스를 발견합니다.\n상태가 온전한 <color=#A8D4E0>백색 분필</color>을 발견하여 회수합니다.,1,6,0,5,0,
701000056,1,0,농구공을 들어 본다.,억지로 떼어내려 하면 바닥 타일이 뜯겨 나갈 것 같습니다.,0,0,0,0,0,
701000056,2,1,철제 바구니에 정리한다,"공을 철제 보관함 안쪽 깊숙이 밀어 넣습니다.\n다른 공들 사이에 섞이자, 바닥을 잡아당기던 기이한 인력이 거짓말처럼 사라졌습니다.\n<color=#A8D4E0>질서 정연한 모습입니다.</color>",0,0,0,0,0,
701000056,3,1,골대를 향해 던진다,"공을 떼어내 던져 올립니다.\n그물을 통과하는 순간,\n텅 빈 관중석에서 우레와 같은 환호성이 터져 나오는 것 같습니다.\n<color=#A8D4E0>그들은 만족스러운 경기를 본 것 같습니다.</color>",0,0,0,0,0,
701000044,1,0,앞주머니를 뒤진다,형광펜과 포스트잇이 강박적으로 정리되어 있습니다.\n공부에 대한 집착이 느껴집니다.\n 필통에서 <color=#A8D4E0>소모품</color>을 회수합니다.,1,2,0,5,0,
701000044,2,0,메인 지퍼를 연다,지퍼를 열자 날카로운 종이 조각들이 칼날 떼처럼 쏟아집니다.\n종이에 베인 상처에서 붉은 피 대신 검은 잉크가 배어 나옵니다.\n<color=#FF7E9A>정신 오염도</color>가 상승합니다.,2,0,15,5,0,
701000044,3,0,가방을 들어본다,마치 도서관의 모든 책을 담아둔 것처럼 비정상적으로 무겁습니다.\n가방은 꿈쩍도 하지 않습니다.,0,0,0,5,0,
701000044,4,0,가방에 귀를 댄다,가방 안에서 수십 명의 목소리가 동시에 책을 읽는 소리가 들립니다.\n특이사항은 없습니다.,0,0,0,5,0,
701000044,5,0,이름표를 확인한다,가방에 매달린 이름표에 익숙한 글씨가 보입니다.\n<color=#FF7E9A>익숙한 이름</color>이 적혀 있습니다.\n다만 기억나지 않는 이름입니다.,2,0,10,5,0,
701000018,1,0,문제를 읽어본다,[수학 문제가 아닙니다. 이곳에서 생존할 확률을 구하시오.]\n절망적인 답안에 <color=#FF7E9A>정신 오염도</color>가 상승합니다.,2,0,10,5,0,
701000018,2,0,구겨진 종이를 펴본다,종이 뭉치 속에 숨겨져 있던 <color=#A8D4E0>날카로운 커터칼 날</color>을 발견합니다.\n위험한 용도로 숨겨둔 것 같습니다.\n<color=#FF7E9A>정신 오염도</color>가 상승합니다.,2,0,10,5,0,
701000018,3,0,붉은 자국을 만져본다,"잉크가 아직 마르지 않았습니다. 끈적한 액체가 손에 묻어납니다.\n비릿한 쇠 냄새가 나는 것으로 보아, 채점은 펜으로 한 것이 아닌 것 같습니다.\n<color=#FF7E9A>정신 오염도</color>가 상승합니다.",2,0,10,5,0,
701000018,4,0,이름란을 확인한다,이름이 적혀있던 자리가 지워져 있습니다.\n누구의 시험지인지 식별 불가능합니다.\n<color=#FF7E9A>정신 오염도</color>가 상승합니다.,2,0,10,5,0,
701000018,5,0,무시하고 지나간다,호기심을 누르고 지나칩니다.,0,0,0,0,0,
